item,category_id,category_name
عدس / مكرونة,3,Legumes
عدس أو زيتون اخضر,3,Legumes
عدس بالخضر,3,Legumes
عدس بالمرق,3,Legumes
عدس بمكوناته,3,Legumes
عدس مرق,3,Legumes
عدس مرقة,3,Legumes
عدس( بالمكونات),3,Legumes
عدس/ لوبيا,3,Legumes
عدس/معكرونة,3,Legumes
عصيدة بطاطا او جلبان,3,Legumes
غراتان جلبانة,3,Legumes
غراتان جلبانة بالخضار,3,Legumes
غراتان فاصولياء خضراء,3,Legumes
غراتان فاصولياء خضراء او لسان العصفور بالخضار,3,Legumes
غراتان فاصولياء خضراء بالبطاطا,3,Legumes
غراتان فاصولياء خضراءبالبطاطا,3,Legumes
غراتن جلبانة,3,Legumes
فاصولياء,3,Legumes
فاصولياء جافة,3,Legumes
فاصولياء أو حمص,3,Legumes
فاصولياء جافة/جلبان مجمد,3,Legumes
فاصولياء حمراء,3,Legumes
فاصولياء خضراء,3,Legumes
فاصولياء خضراء سوتي,3,Legumes
فاصولياء خضراء في الفرن,3,Legumes
فاصولياء خضراء و جزر,3,Legumes
فاصولياء سوتي,3,Legumes
فاصولياء مجمدة,3,Legumes
فاصولياء مجمدة في الفرن,3,Legumes
فاصولياء( بالمكونات),3,Legumes
فريت جلبانة,3,Legumes
فريت حمص,3,Legumes
لوبيا,3,Legumes
لوبيا او ارز,3,Legumes
لوبيا بالبطاطا قارني,3,Legumes
لوبيا بطاطا قارني,3,Legumes
لوبيا بيظاء,3,Legumes
لوبيا جافة,3,Legumes
لوبيا حمراء,3,Legumes
لوبيا خضرا,3,Legumes
لوبيا خضراء,3,Legumes
لوبيا خضراء/فريت,3,Legumes
لوبيا موشطو,3,Legumes
لوبيا/ حمص,3,Legumes
لوبيا/بطاطا كوشة,3,Legumes
لوبياء,3,Legumes
لوبياء جافة,3,Legumes
لوبياء خضراء,3,Legumes
لوبياءخضراء,3,Legumes
محمصة,3,Legumes
مرق الجلبان,3,Legumes
مرق العدس,3,Legumes
مرق بالجلبانة,3,Legumes
مرق بالجلبانة و القرنون,3,Legumes
مرق بالجلبانة والخضر,3,Legumes
مرق بالحمص,3,Legumes
مرق بالخضر والجلبانة,3,Legumes
مرق بالعدس,3,Legumes
مرق جلبان,3,Legumes
مرق جلبانة,3,Legumes
مرق جلبانة او لوبيا خضرا,3,Legumes
مرق جلبانة بالخضر او فاصولياء خضراء,3,Legumes
مرق جلبانة مجمدة,3,Legumes
مرق جلبانة مكسرة,3,Legumes
مرق حمص,3,Legumes
مرق حمص بمكوناته,3,Legumes
مرق خضار بالجلبانة,3,Legumes
مرق عدس,3,Legumes
مرق فاصولياء,3,Legumes
مرق لوبيا,3,Legumes
مرق لوبيا4,3,Legumes
مرقة جلبان مجمد,3,Legumes
مرقة جلبانة,3,Legumes
مرقة حمص,3,Legumes
Poulet roti,4,Poultry
poulet roti,4,Poultry
أرز بالدجاج,4,Poultry
الدجاج,4,Poultry
بطاطا بيري بمرق الدجاج,4,Poultry
بطاطا كوشة بالدجاج,4,Poultry
بودا دجاج,4,Poultry
بوراك دجاج,4,Poultry
بيري بمرق الدجاج,4,Poultry
جلبانة بالدجاج,4,Poultry
حساء الحريرة /دجاج,4,Poultry
حساء الحريرة دجاج,4,Poultry
حساء الحريرة/ دجاج,4,Poultry
دجاج,4,Poultry
دجاج محمر,4,Poultry
دجاج أو لحم,4,Poultry
دجاج امحمر,4,Poultry
دجاج او لحم,4,Poultry
دجاج او لحم قطع,4,Poultry
دجاج بالصلصة,4,Poultry
دجاج بالفرن,4,Poultry
دجاج بالمرق,4,Poultry
دجاج روتي,4,Poultry
دجاج طازج,4,Poultry
دجاج طازج في الفرن,4,Poultry
دجاج فالفرن,4,Poultry
دجاج فرصي مع صوص بلونش و زيتون و فطر,4,Poultry
دجاج في الفرن,4,Poultry
دجاج قطع,4,Poultry
دجاج كباب,4,Poultry
دجاج كنتاكي,4,Poultry
دجاج مجمر,4,Poultry
دجاج محشي,4,Poultry
دجاج محشي مع المرق,4,Poultry
دجاج محمر بالفرن,4,Poultry
دجاج محمر في الفرن,4,Poultry
دجاج مشوي,4,Poultry
دجاج مفور,4,Poultry
دجاج مقلي,4,Poultry
دجاج ممرق,4,Poultry
دجاج(المطاعم المركزية),4,Poultry
دجاج/لحم,4,Poultry
دجــاج,4,Poultry
دجــاج محــمر,4,Poultry
دجـــاج,4,Poultry
دجـــــــاج,4,Poultry
رولي بالدجاج مع صلصة بالجبن والفطر,4,Poultry
رولي دجاج,4,Poultry
زيتون بالدجاج,4,Poultry
زيتون باللحم والدجاج,4,Poultry
شاورما,4,Poultry
شاورما/سكالوب,4,Poultry
شرائح الدجاج,4,Poultry
شرائح دجاج,4,Poultry
شربة فريك بلحم الدجاج,4,Poultry
شطاطحا دجاج,4,Poultry
شطاطحا دجاج بالحمص,4,Poultry
شطيطحة دجاج,4,Poultry
شطيطحة بالدجاج,4,Poultry
شطيطحة دجاج بالفريت,4,Poultry
شوارما,4,Poultry
طاجين الزيتون بالدجاج,4,Poultry
طجين الدجاج بصلصة الزيتون و الفطر,4,Poultry
غراتان بالدجاج,4,Poultry
غراتان دجاج,4,Poultry
غرتان دجاج,4,Poultry
قراتان دجاج,4,Poultry
قرتان بالدجاج,4,Poultry
قرتان دجاج,4,Poultry
قطع دجاج,4,Poultry
كباب بالدجاج,4,Poultry
كباب دجاج,4,Poultry
كنتاكي,4,Poultry
لحم / دجاج,4,Poultry
لحم /دجاج,4,Poultry
لحم أو دجاج,4,Poultry
لحم الدجاج,4,Poultry
لحم الدجاج الطازج,4,Poultry
لحم الدجاج المحمر,4,Poultry
لحم الدجاج محمر,4,Poultry
لحم العجل الطازج او الدجاج الطازج,4,Poultry
لحم العجل الطازج او دجاج طازج,4,Poultry
لحم العجل او الدجاج,4,Poultry
لحم او دجاج,4,Poultry
لحم خروف أو دجاج,4,Poultry
لحم دجاج,4,Poultry
لحم دجاج أو عجل,4,Poultry
لحم دجاج او لحم العجل,4,Poultry
لحم دجاج طازج,4,Poultry
لحم دجاج قطع,4,Poultry
لحم دجاج محمر,4,Poultry
لحم دجاج مقرمش,4,Poultry
لحم عجل أو دجاج,4,Poultry
لحم عجل او دجاج مفور,4,Poultry
لحم قطع او دجاج,4,Poultry
لحم قطع/دجاج,4,Poultry
لحم/دجاج,4,Poultry
bolette de viande,5,Red Meat
أرز باللحم,5,Red Meat
أو بطاطا في الفرن باللحم(Purée) عصيدة البطاطا,5,Red Meat
الراغو,5,Red Meat
اللحم,5,Red Meat
اللحم الأحمر,5,Red Meat
اللحم العجل,5,Red Meat
اللحم المفروم,5,Red Meat
اللحم قطع,5,Red Meat
المثوم,5,Red Meat
او لحم عجل,5,Red Meat
بطاطا راغو,5,Red Meat
بطاطا راغو بالجلبانة,5,Red Meat
بطاطا غراتا محشية باللحم المفروم,5,Red Meat
بطاطا مهروسة بصلصة اللحم او بطاطا كوشة,5,Red Meat
بطاطا مهروسة/كباب,5,Red Meat
بوراك أو مثوم,5,Red Meat
بوراك بالكفتة,5,Red Meat
بوراك باللحم,5,Red Meat
بورك باللحم,5,Red Meat
تليتلي بكريات اللحم,5,Red Meat
جلبانة باللحم,5,Red Meat
جلبانة بقطع اللحم,5,Red Meat
جلبانة بكريات اللحم,5,Red Meat
خروف (لحم قطع),5,Red Meat
خروف(لحم قطع),5,Red Meat
خضار محشية باللحم,5,Red Meat
خضر محشية باللحم,5,Red Meat
خضر محشية باللحم المفروم,5,Red Meat
دولما باللحم,5,Red Meat
دولمة باللحم,5,Red Meat
دولمة باللحم المفروم,5,Red Meat
دولمة خضار باللحم,5,Red Meat
دولمة خضار بطاطا فلفل جريوات باللحم,5,Red Meat
دولمة لحم عجل,5,Red Meat
دولمة لحم مفروم,5,Red Meat
دويــدة أو شطيطحة,5,Red Meat
راغو,5,Red Meat
راغو (بطاطا),5,Red Meat
راغو (حمص),5,Red Meat
راغو بطاطا,5,Red Meat
راڨو,5,Red Meat
راڨو خضروات,5,Red Meat
رولي اللحم,5,Red Meat
رولي باللحم,5,Red Meat
رولي لحم مفروم محشي بالجبن,5,Red Meat
زيتون باللحم,5,Red Meat
شخشوخة باللحم,5,Red Meat
شرائح اللحم,5,Red Meat
شرائح لحم مفروم,5,Red Meat
شربة باللحم,5,Red Meat
شربة شعرية باللحم,5,Red Meat
شربة شعيرية باللحم,5,Red Meat
شربة فرميسال باللحم,5,Red Meat
شربة فريك ( لحم خروف),5,Red Meat
شربة فريك (لحم خروف),5,Red Meat
شربة فريك باللحم,5,Red Meat
شربة فريك باللحم الخروف,5,Red Meat
شربةباللحم,5,Red Meat
شريحة لحم مفروم,5,Red Meat
شطيتحة اللحم,5,Red Meat
شطيطحة,5,Red Meat
شطيطحة (- حمص),5,Red Meat
شطيطحة الحمص,5,Red Meat
شطيطحة اللحم,5,Red Meat
شطيطحة بالحمص,5,Red Meat
شطيطحة بالزيتون,5,Red Meat
شطيطحة باللحم,5,Red Meat
شطيطحة باللحم و الزيتون و الفطر,5,Red Meat
شطيطحة بلحم العجل,5,Red Meat
شطيطحة جاج,5,Red Meat
شطيطحة حمص,5,Red Meat
شطيطحة حمص / جلبانة,5,Red Meat
شطيطحة حمص بالبطاطس,5,Red Meat
شطيطحة فريت,5,Red Meat
شطيطحة لحم,5,Red Meat
شطيطحة لحم بالخضار,5,Red Meat
شطيطحة لحم بالزيتون,5,Red Meat
شطيطحة لحم بالفريت,5,Red Meat
شطيطحة لحم عجل,5,Red Meat
شطيطحة/فريت,5,Red Meat
طاجين الجبن باللحم,5,Red Meat
طاجين الزيتون أو شطيطحة,5,Red Meat
طاجين الزيتون باللحم,5,Red Meat
طاجين الزيتون بقطع اللحم,5,Red Meat
طاجين الكفتة,5,Red Meat
طاجين المثوم,5,Red Meat
طاجين جبن باللحم,5,Red Meat
طاجين راڨو,5,Red Meat
طاجين زيتون باللحم,5,Red Meat
طاجين زيتون مع كريات اللحم,5,Red Meat
طاجين كباب,5,Red Meat
طاجين مثوم,5,Red Meat
طاجين مثوم ( حمص),5,Red Meat
طاجين مثوم (- حمص),5,Red Meat
طاجين مثوم (حمص),5,Red Meat
طاجين مثوم بالمكونات,5,Red Meat
طاجين مثوم( حمص),5,Red Meat
طاجين مثوم( كريات اللحم),5,Red Meat
طاجين مثوم(بطاطا مقلية),5,Red Meat
طاجين مثوم(حمص),5,Red Meat
طاجين مثوم(كريات اللحم),5,Red Meat
طبق المثوم,5,Red Meat
طبق المثوم بالزيتون,5,Red Meat
طبق المثوم بالزيتون الأخضر,5,Red Meat
طبق مثوم,5,Red Meat
طجين جبن باللحم المفروم,5,Red Meat
طجين مثوم,5,Red Meat
طعام لحم أحمر,5,Red Meat
عجل (لحم قطع),5,Red Meat
عجل(لحم قطع),5,Red Meat
غراتان بالخضر باللحم المفروم والجبن,5,Red Meat
غراتان باللحم,5,Red Meat
غراتان باللحم المفروم,5,Red Meat
غراتان بطاطا باللحم,5,Red Meat
غراتان خضار باللحم,5,Red Meat
غراتان خضر باللحم,5,Red Meat
غراطن بطاطا باللحم,5,Red Meat
غرتان باللحم,5,Red Meat
فولون بالكفتة,5,Red Meat
قراتا باللحم,5,Red Meat
قراتا باللحم المفروم,5,Red Meat
قراتان بالخضار و اللحم,5,Red Meat
قراتان بالخضر و اللحم المفروم,5,Red Meat
قراتان باللحم,5,Red Meat
قراتان بطاطا باللحم,5,Red Meat
قراتان بطاطا باللحم المفروم,5,Red Meat
قراتان خضار باللحم,5,Red Meat
قرتان بطاطا باللحم المفروم,5,Red Meat
قرتان بطاطا باللحم المفروم بالجبن المبشور,5,Red Meat
قرتان بطاطا بلحم مفروم,5,Red Meat
قطع اللحم,5,Red Meat
قطع اللحم المحمر,5,Red Meat
قطع اللحم بالصلصة,5,Red Meat
قطع لحم عجل,5,Red Meat
قطعة اللحم,5,Red Meat
كباب,5,Red Meat
كباب أو شطيطحة لحم,5,Red Meat
كباب بالبطاطا المقلية,5,Red Meat
كباب بلحم العجل,5,Red Meat
كباب جزائري,5,Red Meat
كباب لحم,5,Red Meat
كباب لحم عجل مرحي,5,Red Meat
كباب(حمص),5,Red Meat
كباب(شطيطحة لحم),5,Red Meat
كرات اللحم,5,Red Meat
كرات اللحم المفروم,5,Red Meat
كرات اللحم المفروم بالصلصة او لحم مفروم شرائح,5,Red Meat
كرات اللحم بالصلصة,5,Red Meat
كريات اللحم,5,Red Meat
كريات اللحم (كريات),5,Red Meat
كريات اللحم المفروم,5,Red Meat
كريات اللحم المفروم بالصلصة,5,Red Meat
كريات اللحم بالمرق,5,Red Meat
كريات لحم مفروم,5,Red Meat
كسكس باللحم,5,Red Meat
كفتة,5,Red Meat
كفتة بالزيتون,5,Red Meat
كفتة بالمرق,5,Red Meat
كفتة بلحم العجل,5,Red Meat
كفتة دائرية,5,Red Meat
كفتة زيتون,5,Red Meat
كفتة لحم,5,Red Meat
كفتة مثوم,5,Red Meat
كفتة مثومة بلحم العجل,5,Red Meat
كورني بالكفتة,5,Red Meat
لحم أحمر,5,Red Meat
لحم أحمر بالصلصة,5,Red Meat
لحم أحمر خروف,5,Red Meat
لحم أحمر قطع,5,Red Meat
لحم أحمر مفروم,5,Red Meat
لحم أحمرمفروم,5,Red Meat
لحم الجمل,5,Red Meat
لحم الخروف/ لحم عجل,5,Red Meat
لحم بقر,5,Red Meat
لحم بقري,5,Red Meat
لحم خروف,5,Red Meat
لحم خروف / عجل,5,Red Meat
لحم خروف /عجل,5,Red Meat
لحم خروف /لحم عجل,5,Red Meat
لحم خروف روتي,5,Red Meat
لحم خروف قطع,5,Red Meat
لحم خروف مفور,5,Red Meat
لحم خروف/عجل,5,Red Meat
لحم خروف150غ,5,Red Meat
لحم عجل,5,Red Meat
لحم عجل قطع,5,Red Meat
لحم عجل (قطع),5,Red Meat
لحم عجل (كفتة),5,Red Meat
لحم عجل (كفتة بالمرق),5,Red Meat
لحم عجل أو خروف,5,Red Meat
لحم عجل او خروف,5,Red Meat
لحم عجل سوطي,5,Red Meat
لحم عجل طازج,5,Red Meat
لحم عجل قطع (مفور),5,Red Meat
لحم عجل قطع مفور,5,Red Meat
لحم عجل كفتة,5,Red Meat
لحم عجل محمر,5,Red Meat
لحم عجل محمر / مفور / رولي,5,Red Meat
لحم عجل مرحي,5,Red Meat
لحم عجل مفروم,5,Red Meat
لحم عجل مفور,5,Red Meat
لحم عجل(قطع),5,Red Meat
لحم عجل/ لحم خروف,5,Red Meat
لحم قطع,5,Red Meat
لحم قطع خروف,5,Red Meat
لحم قطع خروف( صافي),5,Red Meat
لحم قطع صغيرة,5,Red Meat
لحم قطع عجل,5,Red Meat
لحم قطع في الفرن,5,Red Meat
لحم قطع كبيرة,5,Red Meat
لحم قطع محمر,5,Red Meat
لحم قطع ممرق,5,Red Meat
لحم قطعة,5,Red Meat
لحم كباب,5,Red Meat
لحم كفتة,5,Red Meat
لحم مفروم,5,Red Meat
لحم مفروم ( صافي),5,Red Meat
لحم مفروم (كفتة),5,Red Meat
لحم مفروم بولات,5,Red Meat
لحم مفروم كريات,5,Red Meat
لحم مفروم( صافي),5,Red Meat
لكباب,5,Red Meat
للحم مفروم,5,Red Meat
لمثوم,5,Red Meat
مثوم,5,Red Meat
مثوم ( حمص),5,Red Meat
مثوم (حمص),5,Red Meat
مثوم (كريات اللحم),5,Red Meat
مثوم (كريات اللحم (كريات)),5,Red Meat
مثوم (كريات لحم),5,Red Meat
مثوم (لحم),5,Red Meat
مثوم بالحمص,5,Red Meat
مثوم بالزيتون الاخضر,5,Red Meat
مثوم بالفريت,5,Red Meat
مثوم باللحم,5,Red Meat
مثوم باللحم المفروم,5,Red Meat
مثوم حمص,5,Red Meat
مثوم لحم,5,Red Meat
مثوم(حمص),5,Red Meat
مرق المثوم,5,Red Meat
مرق باللحم,5,Red Meat
مرق مثوم,5,Red Meat
معدنوسية اللحم الطازج,5,Red Meat
همبرغر,5,Red Meat
ڨراتان بالخضار و اللحم,5,Red Meat
ڨراتان خضار باللحم,5,Red Meat
Poisson frais,6,Fish & Seafood
Thon,6,Fish & Seafood
poisson frais,6,Fish & Seafood
التونة,6,Fish & Seafood
التونة بالزيت,6,Fish & Seafood
السمك,6,Fish & Seafood
السمك الطازج,6,Fish & Seafood
السمك/التونة,6,Fish & Seafood
باركيت بالتونة,6,Fish & Seafood
بوراك (بالتونة),6,Fish & Seafood
بوراك (باللحم المفروم أو تونة),6,Fish & Seafood
بوراك (تونة1),6,Fish & Seafood
بوراك بالتونة,6,Fish & Seafood
تونة,6,Fish & Seafood
تونة / سمك,6,Fish & Seafood
تونة /سمك,6,Fish & Seafood
تونة أو سردينة,6,Fish & Seafood
تونة او جبن,6,Fish & Seafood
تونة او سمك,6,Fish & Seafood
تونة بالزيت,6,Fish & Seafood
تونة بالطماطم,6,Fish & Seafood
تونة بصلصة الطماطم,6,Fish & Seafood
تونة بطماطم,6,Fish & Seafood
تونة طماطم,6,Fish & Seafood
تونة طماطم65غ,6,Fish & Seafood
تونة علب,6,Fish & Seafood
تونة علبة,6,Fish & Seafood
تونة معلبة,6,Fish & Seafood
تونة(1علبة),6,Fish & Seafood
تونة/دجاج,6,Fish & Seafood
تونة/سمك,6,Fish & Seafood
تونة65غ,6,Fish & Seafood
دجاج او تونة,6,Fish & Seafood
سردين,6,Fish & Seafood
سردين طازج,6,Fish & Seafood
سردين علب,6,Fish & Seafood
سردين علبة,6,Fish & Seafood
سردين معلب,6,Fish & Seafood
سردين معلب بالطماطم,6,Fish & Seafood
سردين معلب بصلصة الطماطم,6,Fish & Seafood
سردين معلب/ تونة,6,Fish & Seafood
سردين معلبة,6,Fish & Seafood
سردينة,6,Fish & Seafood
سلاطة الارز بالتونة,6,Fish & Seafood
سلاطة جزائرية مع التونة,6,Fish & Seafood
سلاطة ماسيدوان مع التونة,6,Fish & Seafood
سلطة خضراء/ سمك,6,Fish & Seafood
سلطة متنوعة بالتونة,6,Fish & Seafood
سلطة/ سمك,6,Fish & Seafood
سمك,6,Fish & Seafood
سمك بصلصة الطماطم,6,Fish & Seafood
سمك طازج,6,Fish & Seafood
سمك / تونة,6,Fish & Seafood
سمك / تونة معلبة,6,Fish & Seafood
سمك /تونة,6,Fish & Seafood
سمك /تونه,6,Fish & Seafood
سمك /سردين معلب,6,Fish & Seafood
سمك أو تونة,6,Fish & Seafood
سمك أو تونة بالطماطم,6,Fish & Seafood
سمك أو تونة علب,6,Fish & Seafood
سمك أو تونة(صافي/وحدة),6,Fish & Seafood
سمك أو طونة,6,Fish & Seafood
سمك أو كرات اللحم (كريات),6,Fish & Seafood
سمك أو كريات اللحم,6,Fish & Seafood
سمك أو كريات اللحم (كريات),6,Fish & Seafood
سمك أو لحم,6,Fish & Seafood
سمك البوقا,6,Fish & Seafood
سمك الدوراد,6,Fish & Seafood
سمك الدوراد او كريات اللحم,6,Fish & Seafood
سمك السردين,6,Fish & Seafood
سمك الطازج,6,Fish & Seafood
سمك او تونة,6,Fish & Seafood
سمك او تونة بالطماطم,6,Fish & Seafood
سمك او سردين معلب,6,Fish & Seafood
سمك او طونة,6,Fish & Seafood
سمك او علبة تونة,6,Fish & Seafood
سمك او كريات اللحم,6,Fish & Seafood
سمك او لحم,6,Fish & Seafood
سمك تونا,6,Fish & Seafood
سمك دوراد,6,Fish & Seafood
سمك سردين,6,Fish & Seafood
سمك طازج أو طونة معلبة,6,Fish & Seafood
سمك طازج او تونة,6,Fish & Seafood
سمك طازج او لحم قطع,6,Fish & Seafood
سمك طازج او مجمد,6,Fish & Seafood
سمك طازج بين و180غ,6,Fish & Seafood
سمك طازج/تونة,6,Fish & Seafood
سمك طازج: ساورال او سردين,6,Fish & Seafood
سمك علبة,6,Fish & Seafood
سمك مجمد,6,Fish & Seafood
سمك معلب,6,Fish & Seafood
سمك مقلي,6,Fish & Seafood
سمك مقلي / تونة,6,Fish & Seafood
سمك/ تونة,6,Fish & Seafood
سمك/ تونه,6,Fish & Seafood
سمك/تونة,6,Fish & Seafood
سمك/تونة معلبة,6,Fish & Seafood
سمك/تونة( صافي),6,Fish & Seafood
سمك/تونة(150صافي),6,Fish & Seafood
سمك/سردين معلب,6,Fish & Seafood
سمك/سردين معلب(180صافي),6,Fish & Seafood
سمك/طونة,6,Fish & Seafood
سمكة / تونة,6,Fish & Seafood
طون,6,Fish & Seafood
طون علب,6,Fish & Seafood
طون علب65 غ,6,Fish & Seafood
طونة,6,Fish & Seafood
طونة (1علبة),6,Fish & Seafood
طونة بالطماطم,6,Fish & Seafood
طونة زيت,6,Fish & Seafood
طونة طماطم,6,Fish & Seafood
طونة علب,6,Fish & Seafood
طونة معلبة,6,Fish & Seafood
طونة(1علبة),6,Fish & Seafood
طونة(2وحدات),6,Fish & Seafood
طونة/سردين معلب,6,Fish & Seafood
طونة/لحم,6,Fish & Seafood
طونة65غ,6,Fish & Seafood
علبة الطونة,6,Fish & Seafood
علبة تونة,6,Fish & Seafood
علبة سردين,6,Fish & Seafood
علبة سردين/ تونة,6,Fish & Seafood
علبة طونة,6,Fish & Seafood
لحم عجل طازج أو طونة معلبة,6,Fish & Seafood
ماسيدوان بالطونة,6,Fish & Seafood
Oeufs durs,7,Eggs
oeufs durs,7,Eggs
أرز أبيض,7,Eggs
أوملات,7,Eggs
أوملات أو شكشوكة,7,Eggs
أوملات(2قطع),7,Eggs
أوملات(2وحدات),7,Eggs
أومليت,7,Eggs
افريت أوملات,7,Eggs
الاوملات,7,Eggs
البيض,7,Eggs
اوملات,7,Eggs
اوملات بيض بالجبن,7,Eggs
اوملات جبن,7,Eggs
بطاطا كوشة بالبيض,7,Eggs
بطاطا مقلية أوملات,7,Eggs
بطاطا مقلية اوملات,7,Eggs
بطاطا مقلية بالبيض,7,Eggs
بيض,7,Eggs
بيض مسلوق,7,Eggs
بيض ( أومليت),7,Eggs
بيض ()/ جبن قطع,7,Eggs
بيض (أومليت),7,Eggs
بيض /جبن,7,Eggs
بيض أو جبن,7,Eggs
بيض أوملات,7,Eggs
بيض أومليت,7,Eggs
بيض او تونة,7,Eggs
بيض او جبن,7,Eggs
بيض اوملات,7,Eggs
بيض اومليت,7,Eggs
بيض بالمعدنوس,7,Eggs
بيض طازج,7,Eggs
بيض مبشور,7,Eggs
بيض مخفوق رولي بالخضار,7,Eggs
بيض مسلوق أو اوملات,7,Eggs
بيض مسلوق و جبن,7,Eggs
بيض مسلوق و جبن قطعة,7,Eggs
بيض مصلوق,7,Eggs
بيض مغلى,7,Eggs
بيض مغلي,7,Eggs
بيض مقلى,7,Eggs
بيض مقلي,7,Eggs
بيض مقلي بالجبن,7,Eggs
بيض مقلي و جبن,7,Eggs
بيض مقلي وجبن,7,Eggs
بيض مقلي(2وحدات),7,Eggs
بيض منشور,7,Eggs
بيض و جبن,7,Eggs
بيض وجبن,7,Eggs
بيض(2قطع),7,Eggs
بيض(2وحدات),7,Eggs
بيض(أومليت),7,Eggs
بيض/تونة,7,Eggs
بيض/جبن,7,Eggs
بيض/طونة,7,Eggs
بيض1,7,Eggs
بيضة,7,Eggs
بيضة مقلية,7,Eggs
جبن / بيض,7,Eggs
جبن /بيض,7,Eggs
جبن أو بيض,7,Eggs
جبن او بيض,7,Eggs
جبن اوبيض,7,Eggs
جبن وبيض,7,Eggs
جبن/بيض,7,Eggs
جواز بالمرق الأبيض ( راغو),7,Eggs
جواز بالمرق الأبيض و اللحم (راغو),7,Eggs
حبة البيض,7,Eggs
دجاج/بيض,7,Eggs
رولي صلصة بيضاء,7,Eggs
زيتون أبيض,7,Eggs
زيتون بمرق ابيض,7,Eggs
سلطة متنوعة [ خيار/ بيطراف/ بيض ( مسلوق و مبشور)/ طماطم/ بصل/ زيتون/ سلطة خضراء ( إختياري),7,Eggs
سلطة متنوعة: على الأقل مكونات من: خيار / بيطراف / بيض (مسلوق ومبشور) / طماطم / بصل / زيتون / سلطة خضراء,7,Eggs
سمك / بيض,7,Eggs
سمك أو بيض,7,Eggs
سمك او بيض,7,Eggs
سمك/ بيض مسلوق,7,Eggs
سمك/بيض مسلوق,7,Eggs
شربة شعيريات بيضاء,7,Eggs
شطيطحة بيض,7,Eggs
شطيطحة دجاج بالبيض,7,Eggs
شكشوكة بالبيض,7,Eggs
شكشوكة خضروات متنوعة بيالبيض,7,Eggs
شو فلور مقلي بالبيض مع مرق الفطر,7,Eggs
شوفلار بالبيض,7,Eggs
شيفلور بالبيض,7,Eggs
صلصة بيضاء,7,Eggs
طاجين الجبن باللحم المفروم ( بيض),7,Eggs
طاجين الجبن باللحم المفروم (بيض),7,Eggs
طونة/بيض,7,Eggs
عجة البيض,7,Eggs
عجة البيض بالجبن,7,Eggs
عجة بيض,7,Eggs
عدس أو لوبيا بيضاء,7,Eggs
عدس أو لوبيا بيضاء باللحم,7,Eggs
عدس او لوبيا بيضاء,7,Eggs
غراتان بالبيض والجبن ولحم العجل المفروم مكون له,7,Eggs
غراتان بالبيض والجبن ولحم العجل مكون له,7,Eggs
غراتان جلبانة بالبيض,7,Eggs
غراتان خضار بالبيض و الجبن,7,Eggs
غراتان فاصولياء خضراء بالبيض,7,Eggs
غراطن بطاطا بالبيض,7,Eggs
غرتان الخضار بالبيض و الجبن,7,Eggs
فاصوليا بيضاء,7,Eggs
فاصولياء بيضاء,7,Eggs
فاصولياء بيضاء أو عدس,7,Eggs
فاصولياء بيضاء جافة,7,Eggs
فاصولياء بيضاء مرقة,7,Eggs
فاصولياء بيضاء مرقة أو عجائن,7,Eggs
فاصولياء بيضاء( بالمكونات),7,Eggs
فاصولياءبيضاء,7,Eggs
فريت أوملات,7,Eggs
فريت اوملات,7,Eggs
فريت اوملات بالبيض,7,Eggs
فريت اوملات مع البصل و البقدونس,7,Eggs
فريت اوملات مع البصل والبقدونس,7,Eggs
فصوليا بيضاء,7,Eggs
فصولياء بيضاء,7,Eggs
قراتان بالبيض,7,Eggs
قراتان بيض,7,Eggs
قراتان دجاج مع صلصة بيضاء,7,Eggs
كفتة بالمرق الابيض و الزيتون,7,Eggs
كفتة بيضاء,7,Eggs
لحم أبيض,7,Eggs
لحم ابيض,7,Eggs
لحم/بيض مغلي,7,Eggs
لوبيا بيضاء,7,Eggs
لوبيا بيضاء جافة,7,Eggs
لوبياء بيضاء,7,Eggs
لوبية بيضاء,7,Eggs
لوبيـــا بيضاء,7,Eggs
مرق أبيض,7,Eggs
مرق أبيض بالفطر,7,Eggs
مرق أبيض بالفطر والفريت,7,Eggs
مرق ابيض,7,Eggs
مرق بطاطا ابيض,7,Eggs
مرق فاصولياء بيضاء,7,Eggs
مرقة بيضاء,7,Eggs
ڨراتان بطاطا بالبيض وجبن,7,Eggs
Fromage en portion,8,Dairy & Cheese
S.Laitier,8,Dairy & Cheese
Yaourt aromatisé,8,Dairy & Cheese
yaourt aromatisé,8,Dairy & Cheese
الحليب,8,Dairy & Cheese
اللبن,8,Dairy & Cheese
بيض مغلي او ياوورت,8,Dairy & Cheese
تحظيرة لبنية,8,Dairy & Cheese
حليب,8,Dairy & Cheese
حليب (كوب),8,Dairy & Cheese
حليب (لبن),8,Dairy & Cheese
حليب / لبن,8,Dairy & Cheese
حليب /شكولاطة بودرة,8,Dairy & Cheese
حليب /لبن,8,Dairy & Cheese
حليب أو لبن,8,Dairy & Cheese
حليب أولبن,8,Dairy & Cheese
حليب او لبن,8,Dairy & Cheese
حليب باشكولاطة,8,Dairy & Cheese
حليب بالشكولاته,8,Dairy & Cheese
حليب بالشكولاطة,8,Dairy & Cheese
حليب بالشكولة,8,Dairy & Cheese
حليب بالشوكلاطة,8,Dairy & Cheese
حليب بالشوكولاطة,8,Dairy & Cheese
حليب بالشيكولا,8,Dairy & Cheese
حليب بالشيكولاتة,8,Dairy & Cheese
حليب بالشيكولاطة,8,Dairy & Cheese
